MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
14.0,3.0,6.337529394588084,20.5840230706303,1.0,0.0,2.0,3.0,1.0,0.0,2.0,23.0,4.0,4.0,4.0,6.0,2.750250297485029,2.055641538058108,14.19064737641105,14.192206665778837,4.0,2.0,6.0,4.0,3.0,8.914178988939392,4.0,2.0,5.0,5.0,3.0,1.0,6.0,12.119733293613173,1.0,0.0,7.836797333082112,12.585066747225241,5.0,4.0,1.0,3.0,12.602212469658957,12.50304918615027,0.0,14.657505709325996,0.7304631471189666,0.0,1.5409627556327752,0.0,1.8203341036428238,0.7304631471189666,4.0,3.011340243262834,7.0,1.1943176378757767,4.0,6.0,14.19064737641105,3.0,1.5409627556327752,11.281862458951347,3.0,3.0,2.0,7.440766394665014,3.9325102940665544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,5.0
11.0,3.0,6.035652155810862,20.929242989762106,1.0,0.0,1.0,3.0,1.0,0.0,2.0,6.0,4.0,4.0,4.0,5.0,2.055641538058108,2.2596737867230705,14.12296456685685,14.12296456685685,4.0,2.0,8.0,9.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,11.285513379074875,1.0,0.0,7.812235750158614,11.867768587390184,5.0,2.0,1.0,3.0,11.867768587390184,0.0,0.0,11.867768587390184,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,2.0,1.8203341036428238,7.0,0.0,0.0,2.0,14.12296456685685,1.0,0.7304631471189666,9.405519221765948,3.0,3.0,2.0,7.338607270038526,0.0,0.0,0.0,7.824546029563345,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,4.0
11.0,3.0,6.469749997220178,20.12683835285793,1.0,0.0,2.0,3.0,1.0,0.0,2.0,16.0,4.0,4.0,4.0,5.0,2.440268378362637,2.055641538058108,14.192206665778837,14.193765294899782,1.0,2.0,11.0,11.0,3.0,9.072418929401417,3.0,2.0,5.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,13.290777357050557,13.290777357050557,5.0,4.0,1.0,3.0,13.290777357050557,0.0,0.0,13.290777357050557,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,3.0,2.440268378362637,7.0,0.7304631471189666,4.0,5.0,14.192206665778837,2.0,1.5409627556327752,11.640795289083194,3.0,3.0,2.0,7.620056264664793,4.6477085871174175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0,5.0
11.0,3.0,6.2117042566045155,20.226881370386884,1.0,0.0,2.0,3.0,1.0,2.0,2.0,10.0,4.0,4.0,4.0,5.0,2.2596737867230705,2.055641538058108,14.119785966903773,14.119785966903773,4.0,2.0,4.0,5.0,2.0,8.232627042257835,2.0,2.0,2.0,3.0,3.0,1.0,4.0,11.27088437740026,1.0,0.0,10.371952633774399,12.77141361211901,5.0,2.0,1.0,3.0,12.77141361211901,0.0,0.0,12.77141361211901,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,1.1943176378757767,0.7304631471189666,2.0,2.055641538058108,7.0,0.7304631471189666,2.0,5.0,14.119785966903773,2.0,0.7304631471189666,9.405519221765948,3.0,3.0,2.0,0.0,8.243098627365718,7.824546029563345,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0
2.0,1.0,5.392276337227255,17.98987134386776,1.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,2.440268378362637,2.6025944687727294,14.070161898256476,14.184403604277843,1.0,2.0,5.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,11.614566638515486,11.614566638515486,5.0,4.0,1.0,2.0,11.686189379390555,0.0,0.0,11.686189379390555,0.0,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,2.0,2.055641538058108,7.0,0.0,0.0,2.0,14.168747656702982,1.0,1.1943176378757767,10.634887347225343,3.0,3.0,2.0,5.285266416806648,6.881187323763808,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,4.0,4.0
11.0,3.0,6.097513456367686,20.343998425380768,1.0,0.0,2.0,3.0,1.0,4.0,2.0,10.0,4.0,4.0,4.0,5.0,2.2596737867230705,2.440268378362637,14.135651502935826,14.135651502935826,1.0,2.0,5.0,4.0,2.0,7.873203454932757,2.0,2.0,2.0,3.0,3.0,1.0,5.0,10.643869732390646,1.0,0.0,9.870950045978935,12.136614936437766,5.0,4.0,1.0,3.0,12.136614936437766,0.0,0.0,12.136614936437766,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,2.0,2.055641538058108,7.0,0.7304631471189666,3.0,5.0,14.135651502935826,3.0,1.1943176378757767,10.169007130464756,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.147538247731708,5.0,1.0,4.0,4.0
4.0,3.0,6.02174235239564,20.17898998870793,1.0,0.0,3.0,3.0,1.0,0.0,2.0,6.0,4.0,4.0,1.0,5.0,1.8203341036428238,2.055641538058108,14.1308990400563,14.1308990400563,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,12.869967192359528,0.0,0.0,12.869967192359528,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,1.1943176378757767,2.0,2.2596737867230705,7.0,0.0,0.0,1.0,14.1308990400563,1.0,1.1943176378757767,10.35226609224141,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.272201962485878,4.0,3.0,4.0,4.0
11.0,3.0,5.859551208605442,21.15593916413874,1.0,0.0,3.0,3.0,1.0,0.0,2.0,12.0,1.0,4.0,4.0,5.0,2.055641538058108,2.055641538058108,14.189087426187385,14.189087426187385,1.0,2.0,11.0,11.0,1.0,0.0,2.0,2.0,5.0,3.0,3.0,1.0,6.0,10.934618655762014,1.0,0.0,10.105326135535595,12.431864645976223,5.0,4.0,1.0,3.0,12.431864645976223,0.0,0.0,12.431864645976223,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,0.7304631471189666,3.0,2.2596737867230705,7.0,0.0,0.0,2.0,14.189087426187385,1.0,1.1943176378757767,10.634887347225343,3.0,3.0,2.0,0.0,6.694190605394483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0
11.0,3.0,5.968980585391403,18.783792766557852,1.0,0.0,3.0,3.0,1.0,0.0,2.0,10.0,4.0,4.0,4.0,5.0,2.055641538058108,2.2596737867230705,14.116604610212223,14.127727309259253,4.0,2.0,10.0,9.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,10.292419534723528,1.0,0.0,10.396380943459564,12.206045858465664,5.0,2.0,1.0,3.0,12.96578155387519,0.0,0.0,12.96578155387519,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,2.0,2.2596737867230705,6.0,0.0,0.0,5.0,14.116604610212223,1.0,0.7304631471189666,8.978566621047088,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0
14.0,3.0,6.674652276188349,21.31189299144891,1.0,0.0,2.0,3.0,1.0,2.0,2.0,23.0,4.0,4.0,4.0,6.0,2.6025944687727294,2.055641538058108,14.19064737641105,14.192206665778837,1.0,2.0,11.0,11.0,2.0,9.590598420556384,3.0,2.0,5.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,12.543063139022069,12.543063139022069,5.0,4.0,1.0,3.0,12.543063139022069,12.689051809657878,0.0,14.728374093438743,0.0,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,0.7304631471189666,3.0,2.750250297485029,7.0,0.7304631471189666,4.0,6.0,14.19064737641105,2.0,1.5409627556327752,11.682967978443886,3.0,3.0,2.0,8.511219710154148,7.538897810304354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,5.0
2.0,1.0,5.59142712460611,18.727395699660036,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,4.0,4.0,4.0,0.0,2.440268378362637,2.440268378362637,14.071773214082123,14.103851511653946,1.0,2.0,5.0,4.0,1.0,0.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,10.897673633652223,10.897673633652223,5.0,4.0,1.0,1.0,12.416413417670666,0.0,0.0,12.416413417670666,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3.0,2.2596737867230705,7.0,0.7304631471189666,4.0,5.0,14.071773214082123,1.0,0.7304631471189666,8.864879392672357,3.0,3.0,0.0,0.0,0.0,8.158132683068054,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0
11.0,3.0,6.098626104970388,19.770362266043758,1.0,0.0,3.0,3.0,1.0,0.0,2.0,16.0,4.0,4.0,4.0,5.0,2.6025944687727294,2.055641538058108,14.185965540731983,14.185965540731983,4.0,2.0,11.0,11.0,2.0,8.873157741448868,3.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,13.816566297617028,13.816566297617028,5.0,4.0,1.0,3.0,13.847538317014754,0.0,0.0,13.847538317014754,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,3.0,2.440268378362637,7.0,0.7304631471189666,4.0,5.0,14.185965540731983,2.0,1.1943176378757767,10.439858799435372,3.0,3.0,2.0,7.762392291686519,7.6067103813508625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,4.0
13.0,1.0,5.133567292834429,16.656243952920164,1.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,3.0,5.0,2.055641538058108,2.440268378362637,14.145138012244155,14.145138012244155,1.0,2.0,12.0,12.0,1.0,0.0,2.0,2.0,5.0,4.0,3.0,1.0,6.0,11.640795289083194,1.0,0.0,8.103593650252291,12.236142518909933,5.0,2.0,1.0,3.0,12.290177871756853,0.0,0.0,12.290177871756853,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,2.0,2.2596737867230705,7.0,0.7304631471189666,3.0,5.0,14.145138012244155,1.0,1.1943176378757767,10.616842895097365,3.0,3.0,2.0,6.65495044352145,6.844946025203906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0
11.0,3.0,6.025190260492807,19.117502396939127,1.0,0.0,2.0,3.0,1.0,0.0,2.0,6.0,4.0,4.0,4.0,5.0,2.055641538058108,2.6025944687727294,14.132483878148479,14.184403604277843,1.0,2.0,9.0,9.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,7.9678374640434715,5.0,11.023122571213104,8.147315588624346,12.290177871756853,5.0,4.0,1.0,3.0,12.290177871756853,0.0,0.0,12.290177871756853,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3.0,2.2596737867230705,7.0,0.7304631471189666,3.0,5.0,14.132483878148479,1.0,0.7304631471189666,8.780688591938043,3.0,3.0,2.0,9.752378680578557,6.448232316019433,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0
11.0,3.0,6.844946025203906,21.31631923987327,1.0,0.0,3.0,3.0,1.0,2.0,2.0,23.0,4.0,4.0,4.0,5.0,2.6025944687727294,2.055641538058108,14.193765294899782,14.193765294899782,1.0,2.0,11.0,11.0,3.0,10.910037588615648,3.0,2.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,13.43208528618426,13.43208528618426,5.0,4.0,1.0,3.0,13.496903957925936,0.0,0.0,13.496903957925936,0.0,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,3.0,2.440268378362637,7.0,0.7304631471189666,4.0,5.0,14.193765294899782,2.0,1.5409627556327752,11.800080217922273,3.0,3.0,2.0,0.0,5.559490358416789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,4.0
11.0,3.0,5.684506656824126,18.598237927298484,1.0,0.0,3.0,3.0,1.0,2.0,2.0,10.0,4.0,4.0,4.0,5.0,2.055641538058108,2.440268378362637,14.105448077134762,14.182841004523032,1.0,2.0,5.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,8.453929696886426,3.0,10.200342662007953,7.873203454932757,11.831021744455525,5.0,2.0,1.0,3.0,11.831021744455525,0.0,0.0,11.831021744455525,0.0,0.7304631471189666,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,3.0,2.055641538058108,7.0,0.0,0.0,2.0,14.19064737641105,1.0,1.1943176378757767,10.634887347225343,3.0,3.0,2.0,8.335516734766312,4.597156711708115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0
11.0,3.0,6.615044151314694,20.42865738002689,1.0,0.0,3.0,3.0,1.0,0.0,2.0,23.0,4.0,4.0,4.0,5.0,2.6025944687727294,2.055641538058108,14.193765294899782,14.195323264382047,1.0,2.0,11.0,11.0,3.0,8.103593650252291,3.0,2.0,5.0,5.0,3.0,1.0,6.0,12.689051809657878,1.0,0.0,10.200342662007953,13.68815953063993,5.0,4.0,1.0,3.0,13.68815953063993,0.0,0.0,13.68815953063993,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,3.0,2.440268378362637,7.0,0.7304631471189666,4.0,5.0,14.195323264382047,2.0,1.5409627556327752,11.410720730871269,3.0,3.0,2.0,0.0,5.357203202420049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0
11.0,3.0,5.2483574728065365,21.897709715168865,1.0,0.0,2.0,3.0,1.0,4.0,2.0,10.0,4.0,4.0,4.0,5.0,2.055641538058108,2.2596737867230705,14.115012896462307,14.178149219316415,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,12.826768097626793,1.0,0.0,8.179633643422095,13.270696004831407,5.0,2.0,1.0,3.0,13.496903957925936,0.0,0.0,13.496903957925936,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,2.0,2.2596737867230705,7.0,1.1943176378757767,4.0,5.0,14.115012896462307,2.0,0.7304631471189666,9.17063676912744,3.0,3.0,2.0,8.930417557876343,8.67610089137118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,4.0
0.0,1.0,5.684506656824126,18.11142301081849,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,5.0,1.8203341036428238,2.2596737867230705,14.066937136514682,14.103851511653946,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,10.371952633774399,10.371952633774399,5.0,1.0,0.0,3.0,10.371952633774399,0.0,0.0,10.371952633774399,0.0,0.0,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,1.0,1.8203341036428238,7.0,0.0,0.0,2.0,14.055628032763455,1.0,0.7304631471189666,8.511219710154148,2.0,3.0,2.0,5.3215405626377255,0.0,6.382450834594188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0
9.0,0.0,5.357203202420049,19.23509144804234,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,6.0,1.8203341036428238,1.8203341036428238,14.055628032763455,14.103851511653946,0.0,2.0,10.0,10.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,10.946836606797339,10.946836606797339,5.0,2.0,0.0,3.0,10.946836606797339,11.023122571213104,0.0,12.91709217382567,0.0,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,2.0,2.2596737867230705,7.0,0.0,0.0,2.0,14.055628032763455,1.0,0.7304631471189666,8.604063356421523,3.0,2.0,0.0,0.0,5.494161288893169,7.77494479144778,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,4.0,4.0
